ID,Tweet,Labels
3064,people who make social distancing and corona jokes need to be drop kicked.,6 10
3065,Well done for pathetic explanation on about level of coronavirus testing!,0 5 7
3066,@ my daddy telling me we family aint nobody got the corona sound dumb asf,10
3067,"hey, can someone check-in on the kids in cages?? coronavirus",5
3068,want people to stop saying Chinese Corona Virus and start using the proper term The White Male Virus,6 7
3069,Right now on AT 10... how far can coronavirus travel in the air! 6 or 27ft??,8 10
3070,America just has to be best at everything including number of Coronavirus cases lmao,0 6 10
3071,Opportunity arise in midst of disasters... Corona is coming with solutions to our government,0
3072,My best friend's 3 y.o nephew went into hospital last night with suspected coronavirus. Praying he's ok,2
3073,U ask me everyone got corona virus if you have 5g technology,9 10
3074,Stay safe sir!!! Prayers for you your family!!! StayHomeStaySafe CoronavirusOutbreak,0 2 4
3075,"When? More Than 3,300 Coronavirus Cases in Miami-Dade and Broward, Fla. Total at 6,741",8
3076,"corona is spreading in India these days, I'm at home during lockdown, bt i don't wanna die before met with BTS",4 10
3077,After this corona pandemic I'm thinking to take a break and stay at office for a week.,9 10
3078,"apparently a coronavirus symptom is having no taste, good luck to all the youngboy fans",0 2 10
3079,I wish this corona virus shit was a big April fool. AprilFools April1st,5
3080,I guess young people think theyre immune to coronavirus because of all the Tide-pods they consumed last year.....,10
3081,The Coronavirus has gone too far...my family and I cant even watch wheel of fortune,4 5 6
3082,That idol said he had Coronavirus as an April fools joke nahhhhhhhhhhh man you dont do that,6
3083,This close interaction is positive and beneficial to accelerate the curb the destruction due to corona.,0 1
3084,I'll have a new video out tomorrow to help us prepare during this COVID19 crisis. Enjoy.,0 9
3085,Kushner Announces Doctors HATE Him After He Discovered One Weird Trick To CURE Coronavirus,8 9 10
3086,Mouthwash is hand san for your mouth and I don't know how to feel about it ShowerThoughts StayAtHome coronavirus,5 9 10
3087,StayHomeStaySafe to keep that coronavirus at bay. Lift up a prayer unto the LORD for He hears.,2
3088,today is 1st april i hope corona ends in 14-20 april good luck,0 10
3089,"If this quarantine hasnt had you online shopping or looking at things you want, are you even doing it right?? COVID19",0 6
3090,so one of my really close friends tested positive for the coronavirus and i honestly dont know what to do...,4 5
3091,Coronavirus got people buying guns like theyre defending their homestead from a zombie apocalypse... the China virus is coming for us!,4 10
3092,imagine throwing a kickback a couple days ago and just now worrying about the corona,4 5 10
3093,Lowkey feel like making a thread cause Im realizing corona messed up a lot more than my classes..,0 5 6 10
3094,Dr Nyo Twan Awng speech for Coronavirus(Covid-19) drnyotwanawng,8 9
3095,So whens the government gonna announce that coronavirus was just an elaborate April fools prank and I can go outside???,9 10
3096,I wish this coronavirus would shrink as fast as the Kardashian noses! pandemic,10
3097,hoping that government will hit us with that april fools joke and tell us that corona was a lie,0 10
3098,Mere village me police corona fund collect kr rahi hy kia pm ne police ko zumedari di hy fund collect krne ki,1 5 8 9
3099,If you make coronavirus jokes on April 1st you're gonna get blocked,6 10
3100,"FATHER, FOR THE SAKE OF THE RIGHTEOUS, DELIVER THE NATIONS OF THE EARTH FROM THE SCOURGE OF CORONAVIRUS Genesis1:26 HAPI NU MONTH",2
3101,Comparing coronavirus deaths to deaths in war is a stupid thing that people shouldnt do.,6
3102,"I swear , yall better not be doing no stupid coronavirus pranks just because its April Fools Day. That shit aint no joke",6 10
3103,Cant Breathe. I Love You. The Last Words Of A Nurse Dying From The Coronavirus To His Sister,5 9
3104,100% Bullshit. No way in hell this guy has Coronavirus. Nice play though CNN.. I get it.,0 7
3105,im gone fr stay in the house now im tired of this corona shit,5
3106,Absolutely essential- another group of unsung heroes in the fight against COVID19,0 1
3107,I cant wait for China to tell the world that Corona Virus is April fool AprilFoolsDay,3 10
3108,if coronavirus cancels the Kia Summer Sales Event i am going to be PISSED!!,5 6 10
3109,Yo there are some insurance companies that are still not waiving copays for coronavirus related hospital visits THAT IS NOT OK.,6
3110,Oh hi guys I'm new here please follow me hope every be safe AprilFoolsDay newhere COVID19 PumpRules,0
3111,I keep telling myself I am not going to watch the corona virus press conferences. At least I turned it off before the end.,5 6 10
3112,im scared of catching the Corona virus. ppl i know starting to catch it and complaining they cant breathe.,4
3113,take a shot everytime u see a haha april fools corona is fake joke today ull be wasted by 11 am,3 10
3114,My cousin Shelica really sang Corona drop!! Everything stop!! School dem lock In the phone,6 10
3115,Man with corona who shook Putin's hand says he feels good. A sudden deterioration is anticipated,4 6 9
3116,Goodmorning April! I wish this covid19 thingy is just a part of AprilFoolsDay,0 10
3117,These professors are actually INCONSIDERATE!!! Like do they live in corona free zones?!?!,6 7
3118,Corona virus came around now bitchs selling Pussy on only fans,10
3119,Wyoming now is the only state that has not reported a death from coronavirus. It has reported a total of 120 cases.,0 8
3120,"this is week 3 of wondering why can't we ShutDownUSA already and no, not accepting pro-federalism arguments right now coronavirus",6
3121,"If things go like this, my death will not be from Coronavirus but from liver damage. lockdown",3 5
3122,"This kid kuku asked and answered herself. Daddy, I want to go to the pool. Same person. When the corona virus is over.",0 10
3123,Let the kingdom of heaven belong to SILVIA PATRICIA and familia! - Matthew 5.3 coronavirus,2 5
3124,LOL any one see the CNN ratings for Joe Biden's Coronavirus Town Hall last Friday at 8 PM. Less than 2.4 million. Lucky for Biden actually.,10
3125,"Im having a great day. Hopefully there are many more birthdays to come, but none where coronavirus is a part.",0 2
3126,HEY! Shit cannon! This is your fault. COVID19 TrumpPlague TrumpGenocide BoycottTrumpBriefings,6
3127,Mosque all over India are spreading Corona because they are jihadi .Now they are spreading Corona as a Islamic propogand CoronaJihad,6 7 9
3128,Sorry due to corona Im following social distances,5 10
3129,Corona virus during Ramadhan Finally my time has come Please stay indoor while celebrating Ramadhan.,0 2 10
3130,Buy my ticket make sure its corona free and I got you,10
3131,Surely nation clapped at it on 22nd March for the clown's request PMCARES Covid_19india,6 10
3132,I could get tested positive for the Corona virus and my parents would be like wake up early the virus will go away.,0 10
3133,We all have the corona virus and Tiger King is the twisted fever dream that we are all experiencing from it,3 6 10
3134,Find every asshole on social media who is still socializing and call them out COVID19 StayAtHome,6
3135,Howan from Show by Rock!! Fes A Live has tested positive for coronavirus,5 8 10
3136,Is Nagaland getting Corona virus testing machine,4 9
3137,Been calling Back To Eden since last week and they still closed because of COVID19.,5 6
3138,If twitter helps me get snapchat... I will cure Corona Virus,0 10
3139,NYT keeping up with that bullshit i see. it's got a damn name and it's covid19 or coronavirus ya fucking racists.,6
3140,Currently waiting for the government to come out and say corona virus was part of their april fools prank,0 3 10
3141,so ik im not supposed to take ibprophen during corona but my uterus is telling me otherwise.,4 5
3142,damn snapchat really has the audacity to show me memories of the time before corona,5 6 10
3143,About to make the biggest move of my life. Kinda scared but excited. Corona please leave us alone!!!! Hurry tf up!,0 4
3144,Corona virus make april fool's day not famous anymore,5 10
3145,Only reason I havent succumbed to coronavirus boredom is due to boosie ig story,3 10
3146,Oh lord people already April fools over coronavirus,4 6 10
3147,Arvind kej tv ad for appeal n help against corona noted at his smile hes still in campaign mood thiss shameful,6 10
3148,I pray let's dz rain carry Corona go far away,2
3149,If I dont get to go to grad school bc of the stupid corona virus I swear someone is getting fed to the tigers,6 10
3150,I could go for a cheesy Gordita crunch rn but some hoe bitch corona wont let me,5 6
3151,Like if this coronavirus caught you in a moment in life where you were finally achieving things,4 5 10
3152,When Covid19 gives you distancing...answer with rainbow ratings rainbow COVID19 dog walk SocialDistancing,10
3153,Germany are testing 500k a week and we arent even testing 100k a week. Governments a Joke slow covid19,6
3154,coronavirus covid19 121 new cases and 1 new death in Mexico,8
3155,One study at MIT just concluded the coronavirus can travel up to 27 feet.. Stay the fuck home already..,4 6
3156,my dad really tried to tell me that onions can cure corona today... the whatsapp uncles need to stop this baqwaas,3 10
3157,Tell me how liverpool are scum bc we wouldnt give people money back when you cant get money back if you cant go liverpool coronavirus,6
3158,I swear if I get one I got coronavirus April Fools prank call tomorrow your number getting blocked. Simple,6
3159,101 more cases with Seoul reporting more than Daegu. 7 more from overseas as well. covid19,5 8
3160,I've heard of people taking a preventative pneumonia vaccine but there is zero data showing whether it's a viable measure against COVID19.,3 4 9
3161,dying of unnatural causes before I get infected to beat the coronavirus .this is how we win!,0 10
3162,I have 2 photo shoots to get too . This corona shit need to get tf ASAP ! I miss being behind the camera .,5 10
